Id,Sentence,Entity_1,Entity_2,Relation
8479,"Assets managed in Asia excluding the Indian wedge - continent and the Middle Eastward have stayed at about $ 35 billion, the like as at the oddment of 2012, say Rajesh Malkani, the individual bank ' s forefront of Northeast and Southeast Asia.",Assets,Asia,manages
8480,"Insurance bearer contribute money to a pool supervise by the company, which is and then used to pay off for claims.",pool,company,manages
8481,""" The data hint the thriftiness is steady and information technology \' s a big probability that the authorities \' s annual growth target of 7. 5 percent will be met this year, "" said Wang Zheng, the Shanghai - based chief investment policeman at Jingxi Investment Management Co. , which oversees $ 120 million.",Wang Zheng,Jingxi Investment Management Co.,manages
8482,"Neiman Marcus Grouping, the luxury retail merchant being purchase by Ares Management LLC and the Canada Pension Plan Investment funds Gameboard, and Stops - based Wm.",Ares Management LLC,Neiman Marcus Group,manages
8483,"Jim Colby, a senior municipal strategian at Van Eck world health organization would co - manage the fund, said it may debut this yr or in 2014, depending on feedback from the SEC.",Jim Colby,fund,manages
8484,""" In that respect comprise a culture of expense direction across the house that we haven \' t see for a tenacious time, "" Gorman said.",Gorman,expense,manages
8487,""" Flug testament continue the policies of Fischer and will be dovish in her positions, "" tell Ronen Matmon, the investment chief at Excellence Nessuah Gemel and Pension Ltd. , which manages 20 billion shekels ($ 5. 7 million) for client.",Pension Ltd,20 billion shekels,manages
8488,""" The marketplace is lay from a supply - demand correspondence where high pitched - yield can rock and seethe extend into the last of the year, "" said Jason Rosiak, the head of portfolio management at Newport Beach, California - based Pacific ocean Asset Management.",Jason Rosiak,portfolio,manages
8490,""" Compare to competitors, we managed to derogate the financial damage to the company. "" Vendue Criticism Trionow personify among industry executive who had criticized the "" combinatory clock auction "" shape of the competition because of the potential monetary value.",company,financial damage,manages
8491,"The possible privatization was unexpected because Glorious never talked about such plan, agree to Chen Duo, a Hong Kong - based dimension analyst at Credit Suisse Group AG and Hugo Hou, an analyst at Haitong International Securities Co. "" The plan will be good news for shareholders if they actually manage to get it done, "" aver Chen, who estimates the deal volition require about HK $ terzetto trillion ($ 387 million ).",Chen,shareholders,manages
8492,"In a note yesterday, Mary Ross - Gilbert, an analyst at Imperial Capital LLC in Los Angeles, cut the society \' s monetary value target to $ 1 from $ 5, saying that while she believes the account "" may be inaccurate or potentially misleading, "" they appear to be "" wearing down vendors and direction. "" J. C. Penney \' s direction international relations and security network \' t used to operating in a dysphoric environment, Betsy ross - Gilbert said yesterday in a telephone interview.",vendors,environment,manages
8493,The about plausible explanation is that JPMorgan has turn so large and therefore sprawling that management has lost control.,JPMorgan,sprawling,manages
8494,Dimon ' s attention to detail and risk direction were once fabled.,Dimon,risk,manages
8495,""" Even if most lenders check to a restructuring, in a casing this size, the bankruptcy process crataegus laevigata be necessary if the agreement represent not unanimous. "" KKR, TPG and Goldman take managed to glean some note value from the ship\'s company.",Goldman,value,manages
8496,"The property was developed extensively by Baron Philippe, who ran the the three estates from 1922 until his death in 1988, and since then has be grapple by his girl Philippine.",Philippine,property,manages
8497,"BlueCrest ' s Expanding upon BlueCrest, a $ 35 1000000000000 hedge - fund business firm that mainly trades frozen - income, possess expanded into equities this twelvemonth after assets under management more than doubled since the end of 2009.",BlueCrest,assets,manages
8499,"Monitor Earnings That ' s wherefore investors should monitor profit from these retailers to see if there ' s further impairment in consumption operating room if securities industry - percentage losses are to fault for weaker management forecasts, Ghriskey said.",investors,forecasts,manages
8502,BlackRock Inc. (BLK) and Pacific ocean Investment funds Management Co. pronounce the Fed Reserve volition postpone tapering as a resultant role of the impasse.,BlackRock Inc.,Investment,manages
8503,""" The fact that there \' s someone of such powerfully pacifistic views on pecuniary policy leading the world \' reciprocal ohm most important central bank testament probably enhance discussion as to how other policy makers should communicate with markets, "" say Isobel Lee, head of world wide fixed - income bonds at Insight Investment Management Ltd. in London, which oversees $ 408 billion in assets.",Investment Management Ltd.,Investment,manages
8504,"Investigators found "" many activities yet to be performed "" that "" suggest a potential for challenges. "" In the Ontario project, CGI underestimate how long the oeuvre would take and break to effectively manage completion of project components, harmonise to the attender \' account.",CGI,Project,manages
8505,"The share have absorb xxvi per centum this year, making TPSA the third - worst do stock in Warsaw ' s bench mark WIG30 Index, as falling mobile phone rates, rising competition and economic slowdown hurt profit and prompted management to reduce the 2012 dividend sixty seven percent to 0. 5 zloty a share.",Management,TPSA,manages
8506,He held the like part with the Seattle Mariners and Arizona Diamondbacks from 2000 through with 2009 and has never managed a squad at any level.,He,Seattle Mariners and Arizona Diamondbacks,manages
8507,"Regions, guide by Honcho Executive Officer Grayson Hallway, say the lender be more focused on increasing revenue through with its fresh wealth - direction business and has engage more than century people at the unit.",Lender,Regions,manages
8508,"The steal paintings belong to a private collection grapple by the Triton Foundation, commence by Rotterdam port enterpriser Willem Genus cordia.",Triton Foundation,Paintings,manages
8509,State Street also manages investment for individual and insane asylum.,State Street,Investment,manages
8511,"With the economy accelerating, the Debt Management Office testament probably deal 153 billion pounds of gilts in the year done March 2014, instead of the 155. 7 billion pounding it forecast in Apr, and issue a similar amount the following year, Saint george Buckley, principal U. K. economist at Deutsche Bank in London, said this calendar month.",Economy,Debt,manages
8513,"Be Investment managed 23 incorporated debt offerings in the maiden ix months, valued at ix. sixty four billion lira.",Investment,Debt Offerings,manages
8514,"Far and away the almost significant one is nether the hood of the Surface Pro 2, the good - fledged Window PC version: the inclusion of Intel (INTC) \' s raw microprocessors, dubbed "" Haswell. "" These chips, which debuted on the most recent rendering of Apple (AAPL) \' s MacBook Melody, provide much good power management than previous generations.",Chips,Power,manages
